"You can switch between the different environments, by selecting the corresponding operation mode. The test environment can be found at https://pilot.datatrans.biz/.","U kunt schakelen tussen de verschillende omgevingen, door het selecteren van de bijbehorende operatie modus. De testomgeving is te vinden op https://pilot.datatrans.biz/."
"You created the order.","You created the order."
"You have no stored aliases.","You have no stored aliases."
"You have set the security level in the shop to level 2. But the callback does not contain the sign2. Have you activated the security level 2 in the back office of Datatrans?","Je hebt het beveiligingsniveau in de winkel naar niveau 2. Maar de callback niet de sign2 bevatten. Hebt u het beveiligingsniveau 2 in de backoffice van Datatrans geactiveerd?"
"You have to enter a card number.","Je moet een kaartnummer in te voeren."
"You have to enter bank code of your bank.","Je moet bankcode van uw bank in te voeren."
"You have to enter commercial number of you company.","Je moet commerciële aantal van jullie bedrijf in te voeren."
"You have to enter either the CVC code or the issue number of your card.","Je moet ofwel de CVC-code of het nummer van afgifte van uw kaart in te voeren."
"You have to enter sales tax number of you company.","Je moet omzetbelasting aantal van jullie bedrijf in te voeren."
"You have to enter sales tax number of your company.","You have to enter sales tax number of your company."
"You have to enter the BIC.","Je moet de BIC in te voeren."
"You have to enter the CVC code from your card.","U moet de CVC uw kaart in te voeren."
"You have to enter the IBAN.","Je moet de IBAN in te voeren."
"You have to enter the account holder name on the card.","Je moet de naam rekeninghouder op de kaart in te voeren."
"You have to enter the account holder name.","Je moet de naam van de rekeninghouder te voeren."
"You have to enter the card holder name on the card.","U moet de kaarthouder in te voeren."
"You have to enter the location of your bank.","Je moet de locatie van uw bank in te voeren."
"You have to enter the name of the account owner.","Je moet de rekeninghouder te voeren."
"You have to enter the name of your bank.","Je moet de naam van uw bank in te voeren."
"You have to enter your IBAN Number.","Je moet voer uw IBAN-nummer."
"You have to enter your bank account number.","Je moet het rekeningnummer van uw bankrekening in te voeren."
"You have to enter your social security number.","U moet uw sofi-nummer in te voeren."
"You have to submit a CSS file to Datatrans where the CSS class selector has to match with this value.","You have to submit a CSS file to Datatrans where the CSS class selector has to match with this value."
"You may choose one of the cards you paid before on this site.","U kunt kiezen uit een eerder gebruikte kaart:"
"You may choose one of your stored payment details.","You may choose one of your stored payment details."
"You will be redirect to the order confirmation page.","U wordt omgeleid naar de pagina orderbevestiging."
"Your browser does not allow the execution of JavaScript. Please activate JavaScript in your browser and reload this page.","Uw browser staat niet toe dat de uitvoering van JavaScript. Gelieve JavaScript te activeren in uw browser en herlaad deze pagina."
"Your checkout session expired.","Your checkout session expired."
"DatatransCw Aliases","DatatransCw Alias"
"____paymentMethodName____","____paymentMethodName____"
"Datatrans Aliases","Datatrans Aliases"
"Datatrans Error","Fout met Datatrans"
"Datatrans Live Merchant ID","Datatrans Live Merchant ID"
"Datatrans Live MoTo Merchant ID","Datatrans Live MoTo Merchant ID"
"Datatrans Live Recurring Merchant ID","Datatrans Live Recurring Merchant ID"
"Datatrans Parameters","Datatrans Parameters"
"Datatrans Refund Items","Datatrans Refund Items"
"Datatrans Section","Datatrans Section"
"Datatrans Test Merchant ID","Datatrans Test Merchant ID"
"Datatrans Test MoTo Merchant ID","Datatrans Test MoTo Merchant ID"
"Datatrans Test Recurring Merchant ID","Datatrans Test Recurring Merchant ID"
"Datatrans Transactions","Datatrans Transactions"
"Datatrans can show a mobile device optimized payment page. Should the optimized payment page shown, in case the user has a tablet or a mobile device?","Datatrans kan een mobiel apparaat geoptimaliseerde betaalpagina te tonen. Wil je de geoptimaliseerde betaalpagina gebruiken als de gebruiker een tablet of een mobiel apparaat heeft?"
"Datatrans:","Datatrans:"
"Datatrans: Alias Management","Datatrans: Alias Management"
"customweb ltd","customweb ltd"
"myOne","myOne"
"no","no"
"or","or"
"yes","yes"
